City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Description
461,Kurilsk,RU,45.2333,147.8833,24.71,66,100,31.12,light snow
462,Boueni,YT,-12.9025,45.0761,78.78,75,81,8.5,broken clouds
463,Stettler,CA,52.3168,-112.7186,12.85,90,15,5.21,few clouds
464,Porbandar,IN,21.6422,69.6093,76.44,49,98,8.81,overcast clouds
465,Prado,BR,-17.3411,-39.2208,68.67,96,100,3.15,light rain
466,Pacifica,US,37.6138,-122.4869,58.26,59,75,10.36,broken clouds
467,Viedma,AR,-40.8135,-62.9967,66.81,43,35,14.63,scattered clouds
468,Zhob,PK,31.3411,69.4481,48.16,26,0,3.78,clear sky
469,Macamic,CA,48.7502,-78.9996,32.27,83,100,15.95,overcast clouds
470,Margate,GB,51.3813,1.3862,40.69,81,30,5.01,scattered clouds
471,Kharsawan,IN,22.8,85.8333,58.51,36,30,3.04,scattered clouds
472,Saint-Pierre,RE,-21.3393,55.4781,76.68,78,20,5.75,light rain
473,Sandwick,GB,60.0,-1.25,35.42,87,40,10.36,light shower sleet
474,Mokhsogollokh,RU,61.4681,128.9203,-41.3,99,92,3.42,overcast clouds
475,Bilibino,RU,68.0546,166.4372,-9.38,74,96,4.45,overcast clouds
476,Parana,AR,-31.732,-60.5238,85.55,52,37,14.47,scattered clouds
477,Bud,US,39.447,-86.1758,39.45,77,93,13.0,overcast clouds
478,El Porvenir,HN,13.7617,-87.3458,76.42,60,0,2.44,clear sky
479,Pasni,PK,25.2631,63.471,70.2,29,0,15.23,clear sky
480,Veraval,IN,20.9,70.3667,75.76,59,100,9.01,overcast clouds
481,Beidao,CN,34.5686,105.8933,27.03,47,100,5.28,overcast clouds
482,Olafsvik,IS,64.8945,-23.7142,25.57,58,100,17.74,overcast clouds
483,Chernyshevskiy,RU,63.0128,112.4714,-18.33,100,93,3.62,overcast clouds
484,Nara,JP,34.6851,135.8049,42.49,69,20,5.03,few clouds
485,Bandiagara,ML,14.3501,-3.6104,74.16,10,0,8.79,clear sky
486,Prescott,US,34.54,-112.4685,45.21,49,33,1.99,scattered clouds
487,Nanortalik,GL,60.1432,-45.2371,20.66,80,59,4.21,broken clouds
488,Aras,ES,42.5617,-2.356,45.72,93,75,4.61,broken clouds
489,Bambous Virieux,MU,-20.3428,57.7575,75.45,78,40,9.22,scattered clouds
490,Ak-Dovurak,RU,51.1833,90.6,-20.78,91,22,0.54,few clouds
491,Almora,IN,29.6167,79.6667,42.35,38,0,0.92,clear sky
492,Vanimo,PG,-2.6741,141.3028,80.13,85,98,4.09,overcast clouds
493,Nago,JP,26.5881,127.9761,66.63,87,100,15.21,light rain
494,Bitkine,TD,11.9801,18.2138,74.12,15,4,6.91,clear sky
495,Beringovskiy,RU,63.05,179.3167,24.91,79,100,15.82,overcast clouds
496,Menongue,AO,-14.6585,17.691,63.84,94,88,4.12,overcast clouds
497,Bonfim,BR,3.0833,-59.95,81.01,58,57,6.78,broken clouds
498,Sarangani,PH,5.4033,125.4636,81.57,75,100,17.29,light rain
499,Nuuk,GL,64.1835,-51.7216,29.01,93,100,11.5,light snow
500,Le Passage,FR,44.2014,0.6028,51.76,93,100,3.44,overcast clouds
501,Nadym,RU,65.5333,72.5167,11.53,86,100,17.69,overcast clouds
502,Puerto Madryn,AR,-42.7692,-65.0385,65.25,47,0,14.14,clear sky
503,Walvis Bay,NA,-22.9575,14.5053,66.09,90,2,4.99,clear sky
504,Hala,PK,25.8131,68.4227,63.27,28,0,0.36,clear sky
505,Anshun,CN,26.25,105.9333,38.08,79,100,8.1,overcast clouds
506,Guiratinga,BR,-16.3494,-53.7583,70.88,97,99,4.14,overcast clouds
507,Alyangula,AU,-13.8483,136.4192,85.17,65,98,5.44,overcast clouds
508,Baruun-Urt,MN,46.6806,113.2792,-10.79,79,65,11.23,broken clouds
509,Kingisepp,RU,59.3733,28.6134,4.5,99,97,3.38,overcast clouds
510,Colares,PT,38.7992,-9.4469,59.79,87,78,11.99,broken clouds
511,Puno,PE,-15.8333,-70.0333,52.05,66,63,11.59,light rain
512,Hoquiam,US,46.9809,-123.8893,46.38,72,0,6.91,clear sky
513,Adrar,MR,20.5022,-10.0711,72.91,28,0,8.97,clear sky
514,Trairi,BR,-3.2778,-39.2689,79.32,76,100,10.2,overcast clouds
515,Kansanshi,ZM,-12.0951,26.4273,58.35,94,86,4.03,overcast clouds
516,Diffa,NE,13.3154,12.6113,71.87,20,68,9.26,broken clouds
517,Sinnamary,GF,5.3833,-52.95,76.28,89,68,8.63,broken clouds
518,Muisne,EC,0.6,-80.0333,74.64,83,73,8.7,broken clouds
519,Tezu,IN,27.9167,96.1667,60.22,68,62,2.62,broken clouds
520,Sampit,ID,-2.5333,112.95,72.97,99,100,2.39,overcast clouds
521,Gbarnga,LR,6.9956,-9.4722,70.63,95,10,2.51,clear sky
522,Poum,NC,-20.2333,164.0167,80.24,65,0,4.99,clear sky
523,Xining,CN,36.6167,101.7667,12.13,71,100,6.6,overcast clouds
524,Qandala,SO,11.472,49.8728,74.41,73,2,3.98,clear sky
525,Canico,PT,32.6333,-16.85,63.72,79,40,4.61,scattered clouds
526,Ayan,RU,56.45,138.1667,-13.9,73,100,18.92,overcast clouds
527,Galich,RU,58.3797,42.3475,18.77,90,100,11.79,overcast clouds
528,Victoria Point,AU,-27.5833,153.3,76.24,65,96,7.0,overcast clouds
529,Morant Bay,JM,17.8815,-76.4093,81.72,80,15,12.19,few clouds
530,College,US,64.8569,-147.8028,6.1,87,100,8.05,light snow
531,Iskar,BG,43.45,24.2667,34.99,98,100,4.07,overcast clouds
532,Kudat,MY,6.8837,116.8477,77.34,90,99,8.41,overcast clouds
533,Sao Fidelis,BR,-21.6461,-41.7469,73.35,89,90,2.91,overcast clouds
534,Khasan,RU,42.4308,130.6434,10.53,48,0,19.13,clear sky
535,Aktau,KZ,43.65,51.2,27.18,67,15,12.82,few clouds
536,Capreol,CA,46.706,-80.9225,31.55,96,100,14.07,snow
537,Cap Malheureux,MU,-19.9842,57.6142,75.47,73,85,3.0,overcast clouds
538,Uruzgan,AF,32.8333,66.0,41.05,44,0,5.35,clear sky
539,Caravelas,BR,-17.7125,-39.2481,67.84,97,100,2.8,light rain
540,Negombo,LK,7.2083,79.8358,73.45,88,0,4.61,clear sky
541,Sorland,NO,67.667,12.6934,30.06,41,100,17.43,overcast clouds
542,Lukulu,ZM,-14.3707,23.242,67.1,84,83,5.44,broken clouds
543,San Cristobal,VE,7.7669,-72.225,67.53,88,41,2.57,scattered clouds
544,Bathurst,AU,-33.4166,149.5806,59.97,55,86,1.01,overcast clouds
545,Tautira,PF,-17.7333,-149.15,80.6,75,99,14.97,overcast clouds
546,Hobyo,SO,5.3505,48.5268,76.87,74,0,13.38,clear sky
547,Monrovia,LR,6.3005,-10.7969,76.77,78,11,7.49,few clouds
548,Ahtopol,BG,42.1,27.95,50.65,92,97,8.14,overcast clouds
549,Knysna,ZA,-34.0363,23.0471,67.6,93,53,3.85,broken clouds
550,Nyrob,RU,60.733,56.7202,7.32,98,100,6.44,overcast clouds
551,George,ZA,-33.963,22.4617,67.19,87,56,2.59,broken clouds
552,Yenagoa,NG,4.9247,6.2642,76.86,88,32,3.47,scattered clouds
553,Antofagasta,CL,-23.65,-70.4,69.08,81,44,3.85,scattered clouds
554,Akyab,MM,20.15,92.9,65.3,66,41,6.98,scattered clouds
555,Tual,ID,-5.6667,132.75,81.59,80,100,13.98,overcast clouds
556,Nisia Floresta,BR,-6.0911,-35.2086,81.41,80,100,8.46,overcast clouds
557,Katangli,RU,51.7102,143.2326,4.24,86,100,24.16,light snow
558,Northam,GB,51.0333,-4.2167,23.25,83,1,3.6,clear sky
559,Huntington,US,38.4193,-82.4452,51.39,91,45,1.01,scattered clouds
560,Qasigiannguit,GL,68.8193,-51.1922,26.85,96,100,4.29,light snow
561,Tessalit,ML,20.1986,1.0114,71.55,16,0,9.26,clear sky
562,Constitucion,CL,-35.3333,-72.4167,66.83,63,3,17.25,clear sky
563,Nhulunbuy,AU,-12.2333,136.7667,86.61,70,100,6.91,overcast clouds
564,Sayyan,YE,15.1718,44.3244,46.9,52,95,3.53,overcast clouds
565,Awjilah,LY,29.1081,21.2869,67.59,41,0,8.59,clear sky
566,Bairiki,KI,1.3292,172.9752,86.0,70,20,6.91,few clouds
567,Houston,US,29.7633,-95.3633,64.49,39,0,5.75,clear sky
568,Mogzon,RU,51.7435,111.9606,-11.9,87,64,10.11,broken clouds
569,Baherden,TM,38.4362,57.4316,48.79,48,38,3.83,scattered clouds
570,Kuyanovo,RU,55.8014,54.5372,2.07,99,96,4.14,overcast clouds
571,Paraiso,CR,9.8383,-83.8656,69.96,83,87,3.74,overcast clouds
572,Isiro,CD,2.7739,27.616,64.56,95,21,2.42,few clouds
573,Bilma,NE,18.6853,12.9164,69.75,19,9,6.55,clear sky
574,Resistencia,AR,-27.4606,-58.9839,82.09,53,0,5.75,clear sky
575,Kerman,IR,30.2832,57.0788,33.66,75,2,0.0,clear sky
576,Tilichiki,RU,60.4667,166.1,29.68,80,100,18.88,overcast clouds
577,Langres,FR,47.8333,5.3333,24.19,94,100,9.75,overcast clouds
578,Richards Bay,ZA,-28.783,32.0377,73.4,96,81,2.1,broken clouds
579,Turukhansk,RU,65.8167,87.9833,-0.62,91,100,15.57,overcast clouds
580,Contai,IN,21.7786,87.7536,62.74,33,9,8.39,clear sky
581,Kangasala,FI,61.4638,24.076,3.15,97,65,4.14,broken clouds
582,Mutsu,JP,41.2894,141.2169,26.62,80,75,10.36,light snow
583,Havre-Saint-Pierre,CA,50.2334,-63.5986,28.81,73,12,18.1,few clouds
584,Erenhot,CN,43.6475,111.9767,2.1,59,100,10.71,overcast clouds
585,Maningrida,AU,-12.0667,134.2667,77.81,75,100,2.84,overcast clouds
586,Nazarovo,RU,56.0064,90.3914,-7.55,97,91,3.13,overcast clouds
587,Qui Nhon,VN,13.7667,109.2333,72.05,83,94,11.43,overcast clouds
588,Kifri,IQ,34.6959,44.9661,59.79,57,25,5.23,scattered clouds
589,Usinsk,RU,65.9939,57.5281,13.33,92,94,23.71,overcast clouds
590,Vestmanna,FO,62.1564,-7.1664,27.52,69,75,6.91,broken clouds
591,Ajdabiya,LY,30.7554,20.2263,68.65,44,5,7.45,clear sky
592,Batemans Bay,AU,-35.7167,150.1833,61.11,45,46,12.48,scattered clouds
593,Porto Murtinho,BR,-21.6989,-57.8825,88.93,33,0,7.45,clear sky
594,Khoy,IR,38.5504,44.9535,40.06,79,2,1.05,clear sky
595,Santa Margherita Ligure,IT,44.3346,9.212,54.91,89,100,1.99,light rain
596,Jiancheng,CN,30.391,104.5491,49.03,72,100,3.98,overcast clouds
597,Shelburne,CA,44.0787,-80.2041,31.23,99,100,16.67,light snow
598,Puri,IN,19.8,85.85,64.92,61,11,3.87,few clouds
599,Berezovyy,RU,51.6667,135.7,-3.86,83,100,6.6,overcast clouds
600,Mocuba,MZ,-16.8392,36.9856,72.43,94,97,3.47,overcast clouds
601,High Rock,BS,26.6208,-78.2833,77.11,71,48,16.26,scattered clouds
602,Gao,ML,16.6362,1.637,71.87,15,81,9.69,broken clouds
603,Outjo,NA,-20.1167,16.15,68.09,51,100,9.04,overcast clouds
604,Bonavista,CA,48.6499,-53.1147,35.55,96,100,32.84,overcast clouds
605,Votkinsk,RU,57.0486,53.9872,-6.81,100,100,2.84,overcast clouds
606,Bubaque,GW,11.2833,-15.8333,82.02,58,0,10.42,clear sky
607,Labrea,BR,-7.2586,-64.7981,78.93,85,96,2.17,overcast clouds
608,Kapiri Mposhi,ZM,-13.9652,28.6809,61.3,92,62,3.56,broken clouds
609,Dunedin,NZ,-45.8742,170.5036,61.81,98,100,3.94,light rain
610,Vicuna,CL,-30.0319,-70.7081,84.78,43,0,5.08,clear sky
611,Chimore,BO,-16.9833,-65.1333,76.33,92,100,2.06,overcast clouds
612,Vagur,FO,61.4732,-6.8119,34.34,52,100,9.28,overcast clouds
613,Sotnikovo,RU,51.8845,107.4791,-12.91,77,75,4.47,broken clouds
614,Kamenka,RU,51.3223,42.7678,21.45,89,100,11.39,overcast clouds
615,Takoradi,GH,4.8845,-1.7554,79.2,85,24,7.72,few clouds
616,Sheridan,US,44.8333,-106.9173,23.02,67,100,28.77,haze
617,Malanje,AO,-9.5402,16.341,62.47,98,100,3.31,overcast clouds
618,Natyrbovo,RU,44.73,40.6264,42.35,81,100,3.85,overcast clouds
619,Seymchan,RU,62.8833,152.4333,-24.0,98,100,11.14,light snow
620,Chapleau,CA,47.8405,-83.4034,28.94,95,100,11.9,light snow
621,Hami,CN,42.8,93.45,16.34,50,1,4.7,clear sky
622,Toccoa,US,34.5773,-83.3324,50.65,67,0,11.5,clear sky
623,Ndioum,SN,16.5129,-14.6471,80.89,18,0,9.84,clear sky
624,Baykit,RU,61.67,96.37,-4.79,98,100,2.84,overcast clouds
625,Tocopilla,CL,-22.092,-70.1979,70.93,66,97,6.69,overcast clouds
626,Manoel Urbano,BR,-8.8389,-69.2597,79.34,77,94,2.91,overcast clouds
627,Grand Forks,US,47.9417,-97.4337,28.13,93,100,20.71,mist
628,Jalu,LY,29.0331,21.5482,67.06,41,0,8.25,clear sky
629,Mecca,SA,21.4267,39.8261,73.29,53,0,5.14,clear sky
630,New Milford,US,40.9327,-74.0179,42.64,85,100,9.22,light rain
631,Novyy Urengoy,RU,66.0833,76.6333,9.37,84,100,18.43,overcast clouds
632,Manggar,ID,-2.8833,108.2667,76.84,85,100,7.4,heavy intensity rain
633,Prince Rupert,CA,54.3161,-130.3201,39.29,93,100,3.44,mist
634,Bhawanipatna,IN,19.9,83.1667,65.88,65,21,2.3,few clouds
635,Tokur,RU,53.1333,132.9,-35.88,100,73,2.19,broken clouds
636,Balykshi,KZ,47.0667,51.8667,28.4,50,0,6.71,clear sky
637,Meulaboh,ID,4.1363,96.1285,75.96,91,99,6.42,overcast clouds
638,Flinders,AU,-34.5833,150.8552,63.05,55,76,11.01,broken clouds
639,Chapada Dos Guimaraes,BR,-15.4606,-55.7497,78.46,86,99,1.16,overcast clouds
640,Svilajnac,RS,44.2337,21.1967,42.53,95,100,8.19,overcast clouds
641,Gumdag,TM,39.2061,54.5906,45.91,49,100,14.94,overcast clouds
642,Odda,NO,60.0691,6.5457,29.77,65,31,3.83,scattered clouds
643,Honningsvag,NO,70.9821,25.9704,35.35,75,75,26.46,broken clouds
644,Sergeyevka,KZ,53.88,67.4158,-1.14,87,7,5.7,clear sky
645,Manitouwadge,CA,49.1215,-85.8403,29.7,91,100,12.73,light snow
646,Jijiang,CN,29.2906,106.2542,51.49,70,100,2.89,overcast clouds
647,Ngunguru,NZ,-35.6167,174.5,70.29,80,100,6.26,light rain
648,Niamey,NE,13.5137,2.1098,74.34,12,77,7.0,broken clouds
649,Kushima,JP,31.4583,131.2333,43.75,64,26,4.9,scattered clouds
650,Cockburn Town,TC,21.4612,-71.1419,77.99,67,0,15.7,clear sky
651,Bombay,IN,19.0144,72.8479,80.58,69,40,4.61,haze
652,Saint-Jean-De-Luz,FR,43.3891,-1.6581,55.72,91,100,3.44,overcast clouds
653,Yongan,CN,39.6957,113.6871,7.34,42,87,4.23,overcast clouds
654,Pemangkat,ID,1.1667,108.9667,76.05,88,100,0.31,light rain
655,Gourcy,BF,13.2167,-2.35,71.2,11,26,8.5,scattered clouds
656,Tuatapere,NZ,-46.1333,167.6833,65.86,74,69,3.36,broken clouds
657,Liuzhou,CN,24.3126,109.3892,51.75,53,0,5.32,clear sky
658,Urla,TR,38.3229,26.764,63.41,87,90,9.55,overcast clouds
659,Alice Town,BS,25.7167,-79.3,78.06,75,83,14.81,broken clouds
660,Jaru,BR,-10.4389,-62.4664,75.83,83,100,1.86,light rain
661,Dhidhdhoo,MV,6.8833,73.1,81.07,76,11,15.26,few clouds
662,Vodnyy,RU,63.5046,53.4095,12.99,93,100,10.45,overcast clouds
663,Nurlat,RU,54.4277,50.8051,9.95,98,92,5.26,overcast clouds
664,Pontes E Lacerda,BR,-15.2261,-59.3353,75.7,89,97,2.13,overcast clouds
665,Saposoa,PE,-6.934,-76.7716,82.38,62,87,1.3,overcast clouds
666,Bjornevatn,NO,69.6672,29.9847,22.62,85,75,12.66,light snow
667,Teopantlan,MX,18.7167,-98.2667,75.09,28,9,6.15,clear sky
668,Sazonovo,RU,59.0919,35.2268,20.35,96,100,5.32,light snow
669,Los Algarrobos,PA,8.5,-82.4333,81.01,78,40,9.22,light rain
670,Kulpahar,IN,25.3167,79.65,54.52,49,36,3.78,scattered clouds
671,Kikerino,RU,59.4667,29.6333,9.75,99,100,4.5,overcast clouds
672,Puerto Penasco,MX,31.3167,-113.5333,61.5,30,57,9.98,broken clouds
673,Plastun,RU,44.7561,136.2939,-1.39,63,1,8.57,clear sky
674,Kodinsk,RU,58.6881,99.1844,0.45,96,100,8.32,light snow
675,Gamba,GA,-2.65,10.0,75.97,88,70,3.65,moderate rain
676,Sola,VU,-13.8833,167.55,81.61,64,46,12.97,scattered clouds
677,Davidson,US,36.1501,-86.7833,48.2,57,20,6.91,few clouds
678,Sungaipenuh,ID,-2.0833,101.3833,63.68,91,95,1.81,overcast clouds
679,Sinnar,SD,13.5691,33.5672,76.15,39,72,11.05,broken clouds
680,Proletarskiy,RU,50.7914,35.7731,29.12,97,99,8.48,overcast clouds
681,Llandrindod Wells,GB,52.2416,-3.3787,29.95,94,10,3.51,clear sky
682,Pinerolo,IT,44.8833,7.35,38.64,89,100,1.99,overcast clouds
683,Puerto Carreno,CO,6.189,-67.4859,81.86,64,50,12.28,scattered clouds
684,Kirensk,RU,57.7853,108.1119,-12.08,98,100,10.02,light snow
685,Tshikapa,CD,-6.4167,20.8,67.86,95,82,1.59,broken clouds
686,Puerto Narino,CO,-3.7703,-70.3831,74.3,98,100,0.45,light rain
687,Buraydah,SA,26.326,43.975,62.47,48,8,9.28,clear sky
688,Purpe,RU,64.4803,76.6897,4.86,76,80,22.06,broken clouds
689,Rediu,RO,47.2167,27.5,35.92,93,100,5.01,fog
690,Porto Novo,BJ,6.4965,2.6036,79.5,83,94,6.26,overcast clouds
691,Choya,RU,52.0108,86.5467,-7.85,94,7,4.16,clear sky
692,Srandakan,ID,-7.9386,110.2506,76.71,88,98,7.18,overcast clouds
693,Terrace,CA,54.5163,-128.6035,26.51,93,75,0.0,fog
